ID,Cidade,Bairro,Tipo,m2,Quartos,Banheiros,Vagas,Preço,Condomínio,IPTU,Latitude,Longitude
377,Juiz de Fora - MG,Democrata,Apartamento,26,0,0,0,"R$ 800,00","R$ 100,00","R$ 74,00",-21.7496425,-43.3686212
378,Juiz de Fora - MG,São Mateus,Apartamento,30,0,1,0,"R$ 760,00","R$ 100,00","R$ 45,00",-21.7735943,-43.3546617
379,Juiz de Fora - MG,Lourdes,Casa,71,2,1,0,"R$ 800,00","R$ 150,00","R$ 120,00",-21.7704781,-43.3286484
380,Juiz de Fora - MG,Centro,Apartamento,262,4,4,2,"R$ 4.300,00","R$ 0,00","R$ 448,00",-21.759859,-43.3467271
381,Juiz de Fora - MG,São Mateus,Loja,414,0,2,0,"R$ 12.000,00","R$ 228,00","R$ 540,00",-21.7735943,-43.3546617
382,Juiz de Fora - MG,Centro,Sala,70,0,1,0,"R$ 2.500,00","R$ 0,00","R$ 85,00",-21.759859,-43.3467271
383,Juiz de Fora - MG,São Pedro,Apartamento,59,0,1,0,"R$ 1.850,00","R$ 223,34","R$ 181,53",-21.7708213,-43.3879244
384,Juiz de Fora - MG,Centro,Sala,0,0,1,0,"R$ 1.000,00","R$ 210,00","R$ 95,46",-21.759859,-43.3467271
385,Juiz de Fora - MG,Centro,Loja,0,2,1,0,"R$ 750,00","R$ 60,00","R$ 91,00",-21.759859,-43.3467271
386,Juiz de Fora - MG,Centro,Casa,47,2,1,1,"R$ 950,00","R$ 248,00","R$ 0,00",-21.759859,-43.3467271
387,Juiz de Fora - MG,Cascatinha,Apartamento,90,2,2,0,"R$ 702,00","R$ 0,00","R$ 191,00",-21.783859,-43.3630935
388,Juiz de Fora - MG,Vale do Ipe,Apartamento,75,3,1,1,"R$ 1.350,00","R$ 0,00","R$ 80,00",-21.7533384,-43.3648613
389,Juiz de Fora - MG,Vale do Ipe,Apartamento,45,1,1,1,"R$ 1.000,00","R$ 200,00","R$ 170,00",-21.7533384,-43.3648613
390,Juiz de Fora - MG,São Mateus,Apartamento,120,0,2,0,"R$ 4.500,00","R$ 400,00","R$ 211,93",-21.7735943,-43.3546617
391,Juiz de Fora - MG,Jardim de Ala,Casa,131,0,2,2,"R$ 4.000,00","R$ 552,00","R$ 231,82",-21.7922414,-43.3473574
392,Juiz de Fora - MG,Fábrica,Apartamento,40,1,1,1,"R$ 1.500,00","R$ 300,00","R$ 120,00",-21.7443938,-43.3709832
393,Juiz de Fora - MG,Centro,Kitnet,32,0,1,2,"R$ 950,00","R$ 550,00","R$ 200,00",-21.759859,-43.3467271
394,Juiz de Fora - MG,Grajau,Apartamento,50,0,0,0,"R$ 1.500,00","R$ 410,44","R$ 438,00",-21.7477021,-43.3446465
395,Juiz de Fora - MG,Sagrado Coração de Jesus,Casa,300,0,0,2,"R$ 11.500,00","R$ 0,00","R$ 750,00",-21.8122295,-43.3601669
396,Juiz de Fora - MG,Centro,Apartamento,80,2,2,1,"R$ 1.200,00","R$ 0,00","R$ 240,00",-21.759859,-43.3467271
397,Juiz de Fora - MG,São Pedro,Sala,62,2,2,0,"R$ 800,00","R$ 120,00","R$ 120,00",-21.7708213,-43.3879244
398,Juiz de Fora - MG,Bandeirantes,Loja,62,2,2,0,"R$ 800,00","R$ 120,00","R$ 120,00",-21.7215787,-43.3541886
399,Juiz de Fora - MG,Centro,Sala,95,2,3,2,"R$ 1.600,00","R$ 591,55","R$ 280,41",-21.759859,-43.3467271
400,Juiz de Fora - MG,Bom Jardim,Apartamento,0,2,0,1,"R$ 1.450,00","R$ 0,00","R$ 0,00",-21.734464,-43.3354923
401,Juiz de Fora - MG,Ladeira,Casa,120,3,1,1,"R$ 1.000,00","R$ 400,00","R$ 134,50",-21.7417103,-43.4024649
402,Juiz de Fora - MG,Cerâmica,GalpÃ£o,37,1,1,0,"R$ 550,00","R$ 272,73","R$ 53,05",-21.7390891,-43.3846447
403,Juiz de Fora - MG,São Mateus,Sala,104,3,2,1,"R$ 1.050,00","R$ 150,00","R$ 80,00",-21.7735943,-43.3546617
404,Juiz de Fora - MG,Estrela Sul,Apartamento,62,2,1,1,"R$ 950,00","R$ 0,00","R$ 0,00",-21.7853626,-43.3546328
405,Juiz de Fora - MG,Granbery,Apartamento,63,3,1,0,"R$ 950,00","R$ 230,00","R$ 120,00",-21.7675479,-43.3437945
406,Juiz de Fora - MG,Granbery,Apartamento,600,0,0,0,"R$ 10.000,00","R$ 0,00","R$ 200,00",-21.7675479,-43.3437945
407,Juiz de Fora - MG,Granbery,Apartamento,67,0,1,1,"R$ 1.400,00","R$ 0,00","R$ 0,00",-21.7675479,-43.3437945
408,Juiz de Fora - MG,Parque Independencia,Apartamento,45,0,1,0,"R$ 700,00","R$ 150,00","R$ 90,00",-21.686268,-43.3552042
409,Juiz de Fora - MG,São Mateus,Apartamento,60,2,1,1,"R$ 790,00","R$ 70,00","R$ 0,00",-21.7735943,-43.3546617
410,Juiz de Fora - MG,Centro,Sala,55,1,1,0,"R$ 750,00","R$ 42,50","R$ 0,00",-21.759859,-43.3467271
411,Juiz de Fora - MG,Centro,Studio,600,0,0,0,"R$ 10.000,00","R$ 0,00","R$ 0,00",-21.759859,-43.3467271
412,Juiz de Fora - MG,São Mateus,Apartamento,95,0,0,0,"R$ 2.000,00","R$ 80,00","R$ 154,00",-21.7735943,-43.3546617
413,Juiz de Fora - MG,Centro,Apartamento,177,3,3,2,"R$ 2.800,00","R$ 880,00","R$ 311,00",-21.759859,-43.3467271
414,Juiz de Fora - MG,Centro,Apartamento,44,1,1,0,"R$ 1.100,00","R$ 200,00","R$ 0,00",-21.759859,-43.3467271
415,Juiz de Fora - MG,Centro,Casa,79,2,1,1,"R$ 900,00","R$ 220,00","R$ 140,00",-21.759859,-43.3467271
416,Juiz de Fora - MG,Bom Clima,Casa,60,2,1,1,"R$ 750,00","R$ 230,00","R$ 99,90",-21.7277581,-43.3600894
417,Juiz de Fora - MG,Cascatinha,Apartamento,55,2,1,1,"R$ 585,00","R$ 165,00","R$ 18,00",-21.783859,-43.3630935
418,Juiz de Fora - MG,Santa Isabel,Cobertura,67,2,1,1,"R$ 1.100,00","R$ 170,00","R$ 129,10",-21.7136402,-43.4251533
419,Juiz de Fora - MG,Centro,Apartamento,46,0,1,1,"R$ 1.000,00","R$ 461,69","R$ 174,98",-21.759859,-43.3467271
420,Juiz de Fora - MG,São Mateus,Sala,31,1,1,0,"R$ 1.350,00","R$ 138,79","R$ 0,00",-21.7735943,-43.3546617
421,Juiz de Fora - MG,Centro,Studio,40,1,1,0,"R$ 850,00","R$ 280,00","R$ 145,00",-21.759859,-43.3467271
422,Juiz de Fora - MG,Centro,Apartamento,60,2,1,1,"R$ 950,00","R$ 224,00","R$ 109,00",-21.759859,-43.3467271
423,Juiz de Fora - MG,Centro,Sala,140,3,3,1,"R$ 2.200,00","R$ 879,50","R$ 350,00",-21.759859,-43.3467271
424,Juiz de Fora - MG,Paineiras,Apartamento,80,2,3,2,"R$ 1.900,00","R$ 725,00","R$ 264,69",-21.7657334,-43.3551152
425,Juiz de Fora - MG,Centro,Loja,300,0,2,1,"R$ 13.500,00","R$ 0,00","R$ 1.028,30",-21.759859,-43.3467271
426,Juiz de Fora - MG,São Mateus,Casa,247,5,4,4,"R$ 4.200,00","R$ 0,00","R$ 401,00",-21.7735943,-43.3546617
427,Juiz de Fora - MG,São Mateus,Loja,85,2,1,1,"R$ 1.500,00","R$ 200,00","R$ 140,50",-21.7735943,-43.3546617
428,Juiz de Fora - MG,São Mateus,Loja,70,2,1,1,"R$ 1.000,00","R$ 166,00","R$ 75,00",-21.7735943,-43.3546617
429,Juiz de Fora - MG,São Mateus,Loja,85,2,1,1,"R$ 750,00","R$ 160,00","R$ 20,00",-21.7735943,-43.3546617
430,Juiz de Fora - MG,São Mateus,Loja,40,1,1,1,"R$ 2.300,00","R$ 400,00","R$ 137,82",-21.7735943,-43.3546617
431,Juiz de Fora - MG,Morro da Glória,Apartamento,40,0,1,1,"R$ 900,00","R$ 292,81","R$ 120,00",-21.7491916,-43.354837
432,Juiz de Fora - MG,São Mateus,Apartamento,31,1,1,0,"R$ 1.200,00","R$ 190,00","R$ 0,00",-21.7735943,-43.3546617
433,Juiz de Fora - MG,Alto dos Passos,Apartamento,81,3,2,1,"R$ 1.550,00","R$ 0,00","R$ 0,00",-21.7762548,-43.3474599
434,Juiz de Fora - MG,Jardim do Sol,Apartamento,56,0,0,0,"R$ 950,00","R$ 340,00","R$ 123,21",-21.7610522,-43.3273824
435,Juiz de Fora - MG,Centro,Loja,65,1,1,1,"R$ 1.200,00","R$ 290,00","R$ 91,00",-21.759859,-43.3467271
436,Juiz de Fora - MG,Benfica,Loja,107,0,2,0,"R$ 6.000,00","R$ 0,00","R$ 567,55",-21.6902673,-43.4361424
437,Juiz de Fora - MG,Poço Rico,GalpÃ£o,90,4,2,0,"R$ 2.100,00","R$ 0,00","R$ 130,00",-21.763706,-43.3392047
438,Juiz de Fora - MG,Santa Terezinha,GalpÃ£o,80,0,2,0,"R$ 5.990,00","R$ 0,00","R$ 490,00",-21.7417094,-43.3605186
439,Juiz de Fora - MG,Centro,Apartamento,55,0,1,0,"R$ 2.990,00","R$ 0,00","R$ 930,00",-21.759859,-43.3467271
440,Juiz de Fora - MG,Centro,Apartamento,60,0,1,0,"R$ 2.590,00","R$ 0,00","R$ 540,00",-21.759859,-43.3467271
441,Juiz de Fora - MG,São Mateus,Apartamento,55,0,1,0,"R$ 2.300,00","R$ 0,00","R$ 0,00",-21.7735943,-43.3546617
442,Juiz de Fora - MG,Parque Independencia,Apartamento,45,1,1,0,"R$ 750,00","R$ 215,00","R$ 72,00",-21.686268,-43.3552042
443,Juiz de Fora - MG,Centro,Sala,80,2,2,1,"R$ 1.100,00","R$ 354,00","R$ 238,00",-21.759859,-43.3467271
444,Juiz de Fora - MG,Poço Rico,Loja,75,2,2,1,"R$ 980,00","R$ 220,55","R$ 78,20",-21.763706,-43.3392047
445,Juiz de Fora - MG,Bandeirantes,Apartamento,0,1,1,0,"R$ 400,00","R$ 155,00","R$ 0,00",-21.7215787,-43.3541886
446,Juiz de Fora - MG,Bairu,Apartamento,38,0,1,0,"R$ 1.400,00","R$ 0,00","R$ 135,80",-21.7375744,-43.3506203
447,Juiz de Fora - MG,Centro,Casa,300,0,4,0,"R$ 7.500,00","R$ 0,00","R$ 232,60",-21.759859,-43.3467271
448,Juiz de Fora - MG,Santa Terezinha,Apartamento,140,0,1,0,"R$ 1.800,00","R$ 0,00","R$ 164,87",-21.7417094,-43.3605186
449,Juiz de Fora - MG,Centro,Apartamento,"2,000",0,10,5,"R$ 23.000,00","R$ 0,01","R$ 450,00",-21.759859,-43.3467271
450,Juiz de Fora - MG,Marilândia,Apartamento,130,3,3,1,"R$ 1.200,00","R$ 500,00","R$ 292,11",-21.7871711,-43.3907351
451,Juiz de Fora - MG,Cruzeiro do Sul,Apartamento,65,2,2,0,"R$ 900,00","R$ 440,00","R$ 90,86",-21.7879975,-43.341993
452,Juiz de Fora - MG,Centro,Loja,90,3,2,1,"R$ 1.200,00","R$ 209,56","R$ 133,73",-21.759859,-43.3467271
453,Juiz de Fora - MG,Milho Branco,Sobrado,0,2,1,1,"R$ 650,00","R$ 0,00","R$ 180,00",-21.742265,-43.4061207
454,Juiz de Fora - MG,Centro,Sala,33,0,1,0,"R$ 1.000,00","R$ 339,00","R$ 83,00",-21.759859,-43.3467271
455,Juiz de Fora - MG,Centro,Apartamento,800,0,0,10,"R$ 9.000,00","R$ 0,00","R$ 796,00",-21.759859,-43.3467271
456,Juiz de Fora - MG,Bonfim,Terreno,44,2,2,1,"R$ 1.000,00","R$ 250,00","R$ 0,00",-21.738407,-43.3447405
457,Juiz de Fora - MG,Floresta,Casa,89,2,1,1,"R$ 780,00","R$ 150,00","R$ 60,77",-21.7512216,-43.2763281
458,Juiz de Fora - MG,Bairu,Apartamento,70,2,2,0,"R$ 1.100,00","R$ 0,00","R$ 25,00",-21.7375744,-43.3506203
459,Juiz de Fora - MG,São Mateus,Apartamento,75,2,1,0,"R$ 950,00","R$ 100,00","R$ 100,00",-21.7735943,-43.3546617
460,Juiz de Fora - MG,Grama,Apartamento,45,1,1,0,"R$ 500,00","R$ 350,00","R$ 120,00",-21.6957214,-43.3521846
461,Juiz de Fora - MG,Centro,Apartamento,53,2,1,1,"R$ 600,00","R$ 149,00","R$ 62,70",-21.759859,-43.3467271
462,Juiz de Fora - MG,Centro,Apartamento,0,3,1,0,"R$ 1.400,00","R$ 0,00","R$ 0,00",-21.759859,-43.3467271
463,Juiz de Fora - MG,Bandeirantes,Apartamento,26,0,1,0,"R$ 450,00","R$ 200,00","R$ 50,00",-21.7215787,-43.3541886
464,Juiz de Fora - MG,Fábrica,Loja,70,2,1,0,"R$ 500,00","R$ 0,00","R$ 0,00",-21.7443938,-43.3709832
465,Juiz de Fora - MG,Centro,Apartamento,30,0,0,0,"R$ 400,00","R$ 340,00","R$ 0,00",-21.759859,-43.3467271
466,Juiz de Fora - MG,Alto dos Passos,Sala,0,3,2,0,"R$ 1.600,00","R$ 0,00","R$ 0,00",-21.7762548,-43.3474599
467,Juiz de Fora - MG,Centro,Sala,65,2,1,0,"R$ 700,00","R$ 315,00","R$ 130,00",-21.759859,-43.3467271
468,Juiz de Fora - MG,Democrata,SalÃ£o,0,0,0,0,"R$ 1.100,00","R$ 0,00","R$ 58,21",-21.7496425,-43.3686212
469,Juiz de Fora - MG,Aeroporto,Apartamento,150,3,0,0,"R$ 3.500,00","R$ 200,00","R$ 354,51",-21.785598,-43.3823725
470,Juiz de Fora - MG,Santa Helena,Apartamento,89,3,2,1,"R$ 1.200,00","R$ 290,00","R$ 82,72",-21.7575053,-43.3561412
471,Juiz de Fora - MG,Passos,Apartamento,70,2,1,1,"R$ 800,00","R$ 300,00","R$ 101,15",-21.7762548,-43.3474599
472,Juiz de Fora - MG,Centro,Kitnet,50,2,1,1,"R$ 850,00","R$ 167,00","R$ 0,00",-21.759859,-43.3467271
473,Juiz de Fora - MG,Jardim de Ala,Apartamento,49,1,1,0,"R$ 850,00","R$ 0,00","R$ 35,00",-21.7922414,-43.3473574
474,Juiz de Fora - MG,São Mateus,Apartamento,40,1,1,0,"R$ 680,00","R$ 291,87","R$ 57,67",-21.7735943,-43.3546617
475,Juiz de Fora - MG,Manoel Honorio,Apartamento,54,2,1,1,"R$ 700,00","R$ 235,00","R$ 0,00",-21.7435044,-43.3537058
476,Juiz de Fora - MG,Centro,Apartamento,160,0,1,0,"R$ 2.000,00","R$ 0,00","R$ 200,00",-21.759859,-43.3467271
477,Juiz de Fora - MG,Passos,SalÃ£o,69,2,1,1,"R$ 1.150,00","R$ 190,00","R$ 98,00",-21.7762548,-43.3474599
478,Juiz de Fora - MG,São Mateus,Loja,45,1,1,0,"R$ 700,00","R$ 176,00","R$ 106,40",-21.7735943,-43.3546617
479,Juiz de Fora - MG,Cascatinha,Loja,41,0,1,0,"R$ 650,00","R$ 409,00","R$ 130,00",-21.783859,-43.3630935
480,Juiz de Fora - MG,São Mateus,Apartamento,242,0,0,0,"R$ 2.500,00","R$ 0,00","R$ 220,00",-21.7735943,-43.3546617
481,Juiz de Fora - MG,Bandeirantes,Apartamento,60,2,2,1,"R$ 750,00","R$ 150,00","R$ 30,00",-21.7215787,-43.3541886
482,Juiz de Fora - MG,São Mateus,Apartamento,68,2,1,1,"R$ 700,00","R$ 150,00","R$ 103,25",-21.7735943,-43.3546617
483,Juiz de Fora - MG,Centro,Apartamento,0,2,1,1,"R$ 1.000,00","R$ 307,15","R$ 135,00",-21.759859,-43.3467271
484,Juiz de Fora - MG,Centro,Apartamento,30,1,1,0,"R$ 650,00","R$ 240,00","R$ 84,78",-21.759859,-43.3467271
485,Juiz de Fora - MG,Centro,Apartamento,0,2,1,1,"R$ 500,00","R$ 130,00","R$ 0,00",-21.759859,-43.3467271
486,Juiz de Fora - MG,Francisco Bernardino,Apartamento,0,1,1,0,"R$ 550,00","R$ 250,00","R$ 65,00",-21.73497,-43.3982458
487,Juiz de Fora - MG,Passos,Apartamento,71,2,2,0,"R$ 750,00","R$ 0,00","R$ 114,00",-21.7762548,-43.3474599
488,Juiz de Fora - MG,Poço Rico,Sala,129,3,2,1,"R$ 1.600,00","R$ 250,00","R$ 312,41",-21.763706,-43.3392047
489,Juiz de Fora - MG,Centro,Apartamento,70,0,1,0,"R$ 2.500,00","R$ 150,00","R$ 190,00",-21.759859,-43.3467271
490,Juiz de Fora - MG,Bom Clima,Loja,75,2,1,0,"R$ 1.000,00","R$ 140,00","R$ 90,00",-21.7277581,-43.3600894
491,Juiz de Fora - MG,Alto dos Passos,Apartamento,60,0,1,0,"R$ 950,00","R$ 222,62","R$ 183,97",-21.7762548,-43.3474599
492,Juiz de Fora - MG,Paineiras,Apartamento,31,0,1,0,"R$ 800,00","R$ 0,00","R$ 63,71",-21.7657334,-43.3551152
493,Juiz de Fora - MG,São Mateus,Apartamento,78,2,1,1,"R$ 1.000,00","R$ 300,00","R$ 132,04",-21.7735943,-43.3546617
494,Juiz de Fora - MG,São Mateus,Apartamento,75,2,1,0,"R$ 1.000,00","R$ 149,00","R$ 86,00",-21.7735943,-43.3546617
495,Juiz de Fora - MG,Paineiras,Apartamento,78,3,1,1,"R$ 800,00","R$ 205,00","R$ 63,58",-21.7657334,-43.3551152
496,Juiz de Fora - MG,Parque Jardim da Serra,Casa,80,2,2,2,"R$ 2.000,00","R$ 473,92","R$ 0,00",-21.79245575,-43.36744564
497,Juiz de Fora - MG,Centro,Kitnet,70,1,1,1,"R$ 1.250,00","R$ 220,00","R$ 150,00",-21.759859,-43.3467271
498,Juiz de Fora - MG,São Pedro,Loja,70,1,1,1,"R$ 1.250,00","R$ 220,00","R$ 150,00",-21.7708213,-43.3879244
499,Juiz de Fora - MG,São Mateus,Apartamento,0,3,1,1,"R$ 1.350,00","R$ 320,00","R$ 141,42",-21.7735943,-43.3546617
500,Juiz de Fora - MG,Bom Pastor,Apartamento,60,2,1,0,"R$ 700,00","R$ 50,00","R$ 66,00",-21.7768003,-43.3433149
501,Juiz de Fora - MG,Centro,Sala,65,2,1,0,"R$ 800,00","R$ 197,99","R$ 144,11",-21.759859,-43.3467271
502,Juiz de Fora - MG,Centro,Sala,95,0,1,0,"R$ 1.800,00","R$ 0,00","R$ 138,00",-21.759859,-43.3467271
503,Juiz de Fora - MG,Cascatinha,Apartamento,92,4,1,0,"R$ 1.400,00","R$ 220,00","R$ 150,00",-21.783859,-43.3630935
504,Juiz de Fora - MG,Cascatinha,Apartamento,29,0,0,0,"R$ 850,00","R$ 210,00","R$ 55,00",-21.783859,-43.3630935
505,Juiz de Fora - MG,Grama,Apartamento,106,2,2,1,"R$ 1.000,00","R$ 600,00","R$ 144,83",-21.6957214,-43.3521846
506,Juiz de Fora - MG,Poço Rico,Apartamento,65,2,1,0,"R$ 1.300,00","R$ 180,00","R$ 120,00",-21.763706,-43.3392047
507,Juiz de Fora - MG,Centro,Apartamento,90,2,1,0,"R$ 1.100,00","R$ 250,00","R$ 140,00",-21.759859,-43.3467271
508,Juiz de Fora - MG,Santa Rita,Casa,40,1,1,0,"R$ 900,00","R$ 140,00","R$ 80,00",-21.7357018,-43.3416431
509,Juiz de Fora - MG,Passos,Apartamento,46,1,1,0,"R$ 500,00","R$ 158,00","R$ 79,15",-21.7762548,-43.3474599
510,Juiz de Fora - MG,Eldorado,Apartamento,300,3,3,0,"R$ 3.700,00","R$ 0,00","R$ 180,00",-21.7309452,-43.3642609
511,Juiz de Fora - MG,Aeroporto,GalpÃ£o,30,1,1,0,"R$ 800,00","R$ 270,00","R$ 107,70",-21.785598,-43.3823725
512,Juiz de Fora - MG,Boa Vista,Apartamento,53,0,1,0,"R$ 3.800,00","R$ 236,00","R$ 129,11",-21.7814426,-43.3431172
513,Juiz de Fora - MG,São Mateus,Loja,120,3,3,1,"R$ 2.300,00","R$ 400,00","R$ 0,00",-21.7735943,-43.3546617
514,Juiz de Fora - MG,Centro,Sala,60,2,1,0,"R$ 800,00","R$ 346,50","R$ 166,53",-21.759859,-43.3467271
515,Juiz de Fora - MG,Paineiras,Loja,35,0,1,0,"R$ 1.000,00","R$ 400,00","R$ 110,00",-21.7657334,-43.3551152
516,Juiz de Fora - MG,Centro,Studio,35,0,1,0,"R$ 1.000,00","R$ 400,00","R$ 100,00",-21.759859,-43.3467271
517,Juiz de Fora - MG,Centro,Studio,65,2,1,1,"R$ 850,00","R$ 156,11","R$ 110,40",-21.759859,-43.3467271
518,Juiz de Fora - MG,Centro,Apartamento,51,2,1,1,"R$ 1.100,00","R$ 182,00","R$ 80,35",-21.759859,-43.3467271
519,Juiz de Fora - MG,Centro,Studio,78,2,1,1,"R$ 650,00","R$ 180,00","R$ 0,00",-21.759859,-43.3467271
520,Juiz de Fora - MG,Centro,Studio,61,2,1,0,"R$ 900,00","R$ 120,00","R$ 0,00",-21.759859,-43.3467271
521,Juiz de Fora - MG,Centro,Studio,60,2,1,0,"R$ 850,00","R$ 140,00","R$ 55,00",-21.759859,-43.3467271
522,Juiz de Fora - MG,Centro,Studio,170,3,3,1,"R$ 1.100,00","R$ 0,00","R$ 210,00",-21.759859,-43.3467271
523,Juiz de Fora - MG,Centro,Apartamento,91,2,3,1,"R$ 1.100,00","R$ 465,00","R$ 164,00",-21.759859,-43.3467271
524,Juiz de Fora - MG,Centro,Studio,66,2,1,1,"R$ 800,00","R$ 208,00","R$ 78,00",-21.759859,-43.3467271
525,Juiz de Fora - MG,Centro,Studio,400,0,3,2,"R$ 10.000,00","R$ 0,00","R$ 200,00",-21.759859,-43.3467271
526,Juiz de Fora - MG,Bandeirantes,Apartamento,40,1,1,1,"R$ 830,00","R$ 392,74","R$ 185,16",-21.7215787,-43.3541886
527,Juiz de Fora - MG,Centro,Apartamento,42,0,1,0,"R$ 950,00","R$ 197,52","R$ 162,61",-21.759859,-43.3467271
528,Juiz de Fora - MG,Jardim Glória,Apartamento,35,0,1,0,"R$ 900,00","R$ 509,90","R$ 82,56",-21.7530822,-43.3579528
529,Juiz de Fora - MG,Bom Pastor,Casa,23,0,1,0,"R$ 1.400,00","R$ 105,39","R$ 85,98",-21.7768003,-43.3433149
530,Juiz de Fora - MG,Centro,Sala,34,1,1,1,"R$ 1.300,00","R$ 200,00","R$ 120,00",-21.759859,-43.3467271
531,Juiz de Fora - MG,Centro,Apartamento,30,0,1,0,"R$ 1.100,00","R$ 200,00","R$ 120,00",-21.759859,-43.3467271
532,Juiz de Fora - MG,Centro,Apartamento,50,1,1,1,"R$ 1.100,00","R$ 392,39","R$ 165,00",-21.759859,-43.3467271
533,Juiz de Fora - MG,Paineiras,Loja,30,0,1,0,"R$ 1.100,00","R$ 200,00","R$ 120,00",-21.7657334,-43.3551152
534,Juiz de Fora - MG,Centro,Apartamento,30,0,1,0,"R$ 1.100,00","R$ 200,00","R$ 120,00",-21.759859,-43.3467271
535,Juiz de Fora - MG,Centro,Apartamento,30,0,1,0,"R$ 1.100,00","R$ 200,00","R$ 120,00",-21.759859,-43.3467271
536,Juiz de Fora - MG,São Mateus,Loja,30,0,1,0,"R$ 1.100,00","R$ 200,00","R$ 120,00",-21.7735943,-43.3546617
537,Juiz de Fora - MG,Estrela Sul,Sala,44,1,1,0,"R$ 1.200,00","R$ 323,00","R$ 96,11",-21.7853626,-43.3546328
538,Juiz de Fora - MG,Bom Pastor,Casa,30,0,0,0,"R$ 1.100,00","R$ 200,00","R$ 120,00",-21.7768003,-43.3433149
539,Juiz de Fora - MG,Bom Clima,Loja,30,0,1,0,"R$ 1.100,00","R$ 200,00","R$ 120,00",-21.7277581,-43.3600894
540,Juiz de Fora - MG,São Mateus,Loja,53,2,1,1,"R$ 600,00","R$ 178,00","R$ 44,88",-21.7735943,-43.3546617
541,Juiz de Fora - MG,São Mateus,Apartamento,110,3,2,0,"R$ 1.500,00","R$ 200,00","R$ 260,18",-21.7735943,-43.3546617
542,Juiz de Fora - MG,São Mateus,Loja,85,3,2,1,"R$ 1.500,00","R$ 175,00","R$ 125,86",-21.7735943,-43.3546617
543,Juiz de Fora - MG,São Mateus,Loja,135,3,3,6,"R$ 5.500,00","R$ 0,00","R$ 968,32",-21.7735943,-43.3546617
544,Juiz de Fora - MG,Centro,Apartamento,50,0,1,0,"R$ 800,00","R$ 350,00","R$ 105,55",-21.759859,-43.3467271
545,Juiz de Fora - MG,Centro,Studio,60,2,1,0,"R$ 850,00","R$ 140,00","R$ 55,00",-21.759859,-43.3467271
546,Juiz de Fora - MG,Centro,Apartamento,60,2,1,0,"R$ 850,00","R$ 140,00","R$ 55,00",-21.759859,-43.3467271
547,Juiz de Fora - MG,Centro,Studio,50,0,1,0,"R$ 1.800,00","R$ 230,40","R$ 90,76",-21.759859,-43.3467271
548,Juiz de Fora - MG,São Mateus,Apartamento,85,2,2,1,"R$ 780,00","R$ 380,00","R$ 114,56",-21.7735943,-43.3546617
549,Juiz de Fora - MG,Centro,Kitnet,90,3,1,0,"R$ 950,00","R$ 130,00","R$ 170,00",-21.759859,-43.3467271
550,Juiz de Fora - MG,Centro,Sala,100,0,2,0,"R$ 1.600,00","R$ 0,00","R$ 170,00",-21.759859,-43.3467271
551,Juiz de Fora - MG,Centro,Kitnet,150,0,2,0,"R$ 4.500,00","R$ 320,00","R$ 228,00",-21.759859,-43.3467271
552,Juiz de Fora - MG,Progresso,Apartamento,100,4,2,6,"R$ 11.000,00","R$ 0,00","R$ 754,14",-21.730895,-43.3464281
553,Juiz de Fora - MG,Centro,Apartamento,64,0,1,0,"R$ 1.950,00","R$ 420,00","R$ 117,00",-21.759859,-43.3467271
554,Juiz de Fora - MG,Santa Catarina,Apartamento,32,0,1,0,"R$ 990,00","R$ 0,00","R$ 116,61",-21.7508782,-43.3592871
555,Juiz de Fora - MG,Centro,Apartamento,0,2,1,0,"R$ 900,00","R$ 40,00","R$ 0,00",-21.759859,-43.3467271
556,Juiz de Fora - MG,Centro,Kitnet,38,0,1,0,"R$ 990,00","R$ 0,00","R$ 133,06",-21.759859,-43.3467271
557,Juiz de Fora - MG,Centro,Apartamento,43,0,1,0,"R$ 990,00","R$ 0,00","R$ 143,44",-21.759859,-43.3467271
558,Juiz de Fora - MG,Vivendas da Serra,Apartamento,33,1,1,1,"R$ 2.000,00","R$ 0,00","R$ 100,00",-21.5597061,-43.0112788
559,Juiz de Fora - MG,Paineiras,Loja,31,1,1,0,"R$ 1.100,00","R$ 138,00","R$ 0,00",-21.7657334,-43.3551152
560,Juiz de Fora - MG,São Bernardo,Casa,33,1,1,1,"R$ 2.000,00","R$ 0,00","R$ 100,00",-21.7579231,-43.3389944
561,Juiz de Fora - MG,Jardim de Ala,Casa,31,1,1,0,"R$ 1.100,00","R$ 138,00","R$ 0,00",-21.7922414,-43.3473574
562,Juiz de Fora - MG,Centro,Apartamento,58,1,1,0,"R$ 800,00","R$ 400,00","R$ 95,00",-21.759859,-43.3467271
563,Juiz de Fora - MG,Centro,Sala,36,1,1,0,"R$ 350,00","R$ 330,00","R$ 49,00",-21.759859,-43.3467271
564,Juiz de Fora - MG,Centro,Apartamento,27,0,0,0,"R$ 800,00","R$ 240,00","R$ 75,47",-21.759859,-43.3467271
565,Juiz de Fora - MG,Centro,Loja,47,1,1,0,"R$ 350,00","R$ 330,00","R$ 53,00",-21.759859,-43.3467271
566,Juiz de Fora - MG,Paineiras,Apartamento,125,3,2,1,"R$ 1.150,00","R$ 0,00","R$ 139,00",-21.7657334,-43.3551152
567,Juiz de Fora - MG,Centro,Apartamento,89,2,3,1,"R$ 1.300,00","R$ 250,00","R$ 158,27",-21.759859,-43.3467271
